GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 0-100kph Time(s),0-30mph Time(s),1/4 mile time(s),1/8 mile time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Android device Battery Level(%),Average trip speed(whilst stopped or moving)(mph),Barometric pressure (from vehicle)(psi),Commanded Equivalence Ratio(lambda),Distance travelled since codes cleared(miles),Distance travelled with MIL/CEL lit(miles),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel Trim Bank 1 Short Term(%),Fuel trim Bank 1 Sensor 2(%),Fuel used (trip)(l),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(mph),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Sensor1 Wide Range Current(mA),O2 Bank 1 Sensor 1 Wide Range Equivalence Ratio(λ),O2 Bank 1 Sensor 2 Voltage(V),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(mph),Speed (OBD)(mph),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(miles),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V)
Wed Oct 08 14:19:40 GMT+05:30 2025,08-Oct-2025 14:19:40.732,73.9109856,18.56966007,4.050000190734863,3.797739028930664,498.87896728515625,15.0,2.66799736,0.09032906,9.03230762,-0.04116541,-,-,-,-,14.50980377,0.01,0.36000001,0.04,0.83999997,18.8235302,9.4117651,18.15607834,13.81545734,27,14.54025869,13.63354737,1.23510742,40721.56106772,3.10685596,90,-,17.64705849,21.1764698,1724,2.4632411,0.86100316,14.35005188,97.15110016,9.375,0,-,1.82462299,3.79773903,498.87896729,15,18.56966019,73.91098785,64,1.28996658,-,56,3.0457925,0,11.91827202,8.39030361,0,33.66743469,-0.234375,0.93982702,0.80000001,12.54901981,2631,9.05959193,7.4564543,15.29411793,12,-,11.91827202,8.39030361,33.66743469,9.41586633,2485.05908203,2257.57202148,228.45599365,-10.5877552,14.22000027,14.10000038
Wed Oct 08 14:19:41 GMT+05:30 2025,08-Oct-2025 14:19:41.727,73.91099395,18.56969535,4.0,3.8197076320648193,499.0931396484375,17.200000762939453,4.37288332,0.8566305,8.69491959,-0.00531471,-,-,-,-,14.50980377,0.1,0.38999999,0.08,0.93000001,18.8235302,9.4117651,18.15607834,13.81545734,27,14.53385521,13.63354737,1.23510742,40721.56106772,3.10685596,90,-,50.58823395,21.1764698,1399,2.46548128,1.66544735,27.75745583,97.14850616,9.375,5.46875,-,1.8262825,3.81970763,499.09313965,17.20000076,18.56969452,73.91099548,65,0.88234692,-,57,2.90075476,7.66645956,11.91210079,8.39465046,21.6566658,33.65000153,-0.234375,0.93982702,0.80000001,12.54901981,2635,8.94774493,9.94193907,15.29411793,12,-,11.91210079,8.39465046,33.65000153,9.41968199,2486.06396484,2258.5769043,228.45599365,-10.73279285,14.22000027,14.10000038
Wed Oct 08 14:19:42 GMT+05:30 2025,08-Oct-2025 14:19:42.727,73.91100194,18.56973537,4.760000228881836,3.794111728668213,499.20623779296875,16.0,4.35374069,0.73459655,8.93898678,0.01504469,-,-,-,-,14.50980377,0,0.34999999,0.07,0.82999998,18.8235302,9.4117651,18.15607834,13.81545734,27,14.53385521,13.63354737,1.23510742,40721.56106772,3.10685596,90,-,50.58823395,21.1764698,1399,2.46548128,1.66544735,27.75745583,97.14850616,10.15625,5.46875,-,1.8262825,3.79411173,499.20623779,16,18.56973457,73.91100311,70,0.88234692,-,57,2.90075476,7.66645956,11.91210079,8.39465046,21.6566658,33.65000153,-0.234375,0.93982702,0.78500003,12.54901981,2635,10.64781655,9.94193907,20,18.5,-,11.91210079,8.39465046,33.65000153,9.41968199,2487.0480957,2259.56103516,228.45599365,-10.73279285,12.18000031,14.10000038
Wed Oct 08 14:19:43 GMT+05:30 2025,08-Oct-2025 14:19:43.729,73.9110109,18.56977766,4.690000057220459,3.7947261333465576,499.407958984375,14.199999809265137,3.3744781,0.33439696,8.68534756,-0.05081803,-,-,-,-,15.68627453,-0.02,0.33000001,0.05,0.80000001,18.8235302,9.4117651,14.69999981,13.78317547,27,14.53385521,13.63354737,1,40721.56106772,3.10685596,90,-,50.58823395,21.1764698,1399,2.46548128,1.66544735,27.75745583,97.14850616,10.15625,5.46875,-,1.8262825,3.79472613,499.40795898,14.19999981,18.56977844,73.91101074,65,0.88234692,-,57,2.90075476,7.66645956,11.91210079,8.39465046,21.6566658,33.65000153,-0.2421875,0.93763101,0.78500003,2.74509811,2635,10.4912305,9.94193907,20,18.5,-,11.91210079,8.39465046,33.65000153,9.41968199,2488.07495117,2260.58789062,228.45599365,-10.73279285,12.18000031,13.89999962
Wed Oct 08 14:19:44 GMT+05:30 2025,08-Oct-2025 14:19:44.730,73.91101865,18.5698207,4.940000057220459,3.7984414100646973,499.53857421875,13.199999809265137,4.95015192,0.73698938,8.3958168,-0.00490087,-,-,-,-,15.68627453,0.02,0.41999999,0.07,0.82999998,18.8235302,9.4117651,14.69999981,13.78317547,27,14.53385521,13.63354737,1,40721.56106772,3.10685596,90,-,50.58823395,16.86274529,1399,2.4737587,6.1449914,102.41652679,97.13892365,10.15625,5.46875,-,1.83241379,3.79844141,499.53857422,13.19999981,18.5698204,73.91101837,68,0.88234692,-,57,13.19843416,2.77689338,11.89886093,8.40399075,7.84433126,33.61260223,-0.2421875,0.93763101,0.78500003,2.74509811,2638,11.05046553,9.94193907,20,18.5,-,11.89886093,8.40399075,33.61260223,9.41968199,2489.05297852,2261.56591797,228.45599365,-0.43511322,12.18000031,13.89999962
Wed Oct 08 14:19:45 GMT+05:30 2025,08-Oct-2025 14:19:45.728,73.91102744,18.56987027,6.050000190734863,3.7925448417663574,499.76483154296875,13.100000381469727,4.57866621,0.23868406,8.80259609,0.01046753,-,-,-,-,15.68627453,0.05,0.47999999,0.02,0.82999998,18.8235302,9.4117651,14.69999981,13.78317547,27,14.5291963,13.63354737,1,40721.56106772,3.10685596,90,-,98.03921509,16.86274529,1303,2.4737587,6.1449914,102.41652679,97.13892365,10.15625,-3.125,-,1.83241379,3.79254484,499.76483154,13.10000038,18.56987,73.911026,66,0.13421634,-,57,13.19843416,2.77689338,11.89886093,8.40399075,7.84433126,33.61260223,-0.2421875,0.93763101,0.78500003,2.74509811,2638,13.53346499,11.18468146,76.07843018,3.5,-,11.89886093,8.40399075,33.61260223,9.42303899,2490.06591797,2262.57910156,228.45599365,-0.43511322,14,13.89999962
Wed Oct 08 14:19:46 GMT+05:30 2025,08-Oct-2025 14:19:46.728,73.91103878,18.56992887,7.210000038146973,3.7945568561553955,499.8770751953125,13.5,2.81874514,0.48275197,9.00359344,-0.03827935,-,-,-,-,15.68627453,-0.03,0.28,0.04,0.81,18.8235302,9.4117651,14.69999981,14.94260883,27,14.5291963,13.63354737,1,40721.56106772,3.10685596,90,-,98.03921509,16.86274529,1303,2.4737587,6.1449914,102.41652679,97.13892365,10.15625,-3.125,-,1.83241379,3.79455686,499.8770752,13.5,18.56992912,73.91104126,60,0.13421634,-,57,13.19843416,2.77689338,11.89886093,8.40399075,7.84433126,33.61260223,0.0234375,1.01650405,0.69999999,2.74509811,2638,16.12831027,11.18468146,76.07843018,3.5,-,11.89886093,8.40399075,33.61260223,9.42303899,2491.0559082,2263.5690918,228.45599365,-0.43511322,14,14
Wed Oct 08 14:19:47 GMT+05:30 2025,08-Oct-2025 14:19:47.731,73.91105189,18.56999091,7.019999980926514,3.7952189445495605,500.0528564453125,13.800000190734863,3.81715035,0.16450655,9.70768166,0.0621928,-,-,-,-,14.90196037,-0.08,0.28,-0.01,0.75999999,18.8235302,9.4117651,14.69999981,14.94260883,27,14.5291963,13.63354737,1,40721.56106772,3.10685596,90,-,98.03921509,13.72549057,1303,2.4737587,6.1449914,102.41652679,97.13892365,10.15625,-3.125,-,1.83241379,3.79521894,500.05285645,13.80000019,18.56999016,73.91104889,59,0.13421634,-,57,13.19843416,2.77689338,11.89886093,8.40399075,7.84433126,33.61260223,0.0234375,1.01650405,0.69999999,0.39215687,2638,15.70329237,11.18468146,76.07843018,3.5,-,11.89886093,8.40399075,33.61260223,9.42303899,2492.06005859,2264.57299805,228.45599365,-0.43511322,14,14
Wed Oct 08 14:19:48 GMT+05:30 2025,08-Oct-2025 14:19:48.730,73.91106567,18.57005398,6.639999866485596,3.8028194904327393,500.1597900390625,13.199999809265137,3.8961134,0.37986058,9.35354328,0.03234327,-,-,-,-,14.90196037,0.03,0.38999999,0.03,0.85000002,18.8235302,9.4117651,14.69999981,14.94260883,27,14.52972963,13.63354737,1,40721.56106772,3.10685596,90,-,65.09803772,13.72549057,1035,2.4759419,1.62437952,27.07299042,97.13639832,10.15625,-3.125,-,1.83403099,3.80281949,500.15979004,13.19999981,18.5700531,73.91106415,59,0.79038368,-,57,4.06105666,10.90105057,11.89741707,8.40501118,30.79393005,33.60852432,0.0234375,1.01650405,0.69999999,0.39215687,2642,14.85325656,14.91290861,76.07843018,3.5,-,11.89741707,8.40501118,33.60852432,9.42944366,2493.05297852,2265.56591797,228.45599365,-9.57249069,14,14
Wed Oct 08 14:19:49 GMT+05:30 2025,08-Oct-2025 14:19:49.728,73.91107831,18.57011676,7.460000038146973,3.797804355621338,500.28759765625,12.800000190734863,4.07138777,0.41814575,8.41256618,-0.04760849,-,-,-,-,14.90196037,-0.01,0.40000001,0.09,0.77999997,18.8235302,9.4117651,14.69999981,14.94260883,27,14.52972963,13.63354737,1,40721.56106772,3.10685596,90,-,65.09803772,13.72549057,1035,2.4759419,1.62437952,27.07299042,97.13639832,10.15625,0,-,1.83403099,3.79780436,500.28759766,12.80000019,18.57011604,73.91107941,61,0.79038368,-,56,4.06105666,10.90105057,11.89741707,8.40501118,30.79393005,33.60852432,0.0234375,1.01650405,0.81,0.39215687,2642,16.68754411,14.91290861,41.17647171,1.5,-,11.89741707,8.40501118,33.60852432,9.42944366,2494.05493164,2266.56811523,228.45599365,-9.57249069,14.03999996,14
Wed Oct 08 14:19:50 GMT+05:30 2025,08-Oct-2025 14:19:50.728,73.91109098,18.57018762,8.260000228881836,3.796135187149048,500.311279296875,11.300000190734863,4.18385029,1.86939263,9.12861824,0.03994644,-,-,-,-,14.90196037,0.04,0.41999999,0.19,0.82999998,18.8235302,9.4117651,14.69999981,14.42207432,27,14.52972963,13.63354737,1,40721.56106772,3.10685596,90,-,65.09803772,13.72549057,1035,2.4759419,1.62437952,27.07299042,97.13639832,10.15625,0,-,1.83403099,3.79613519,500.3112793,11.30000019,18.57018852,73.91109467,53,0.79038368,-,56,4.06105666,10.90105057,11.89741707,8.40501118,30.79393005,33.60852432,-0.07421875,0.98109353,0.81,15.68627453,2642,18.4770938,14.91290861,41.17647171,1.5,-,11.89741707,8.40501118,33.60852432,9.42944366,2495.07006836,2267.58300781,228.45599365,-9.57249069,14.03999996,14
Wed Oct 08 14:19:51 GMT+05:30 2025,08-Oct-2025 14:19:51.733,73.91110371,18.5702642,8.65999984741211,3.797215700149536,500.42694091796875,9.199999809265137,3.30987191,0.78723866,9.33918667,0.01194823,-,-,-,-,27.05882263,-0.06,0.23999999,0.16,0.77999997,33.33333206,16.47058868,14.69999981,14.42207432,27,14.52972963,13.63354737,1,40721.56106772,3.10685596,90,-,65.09803772,51.37254715,1035,2.4759419,1.62437952,27.07299042,97.13639832,10.15625,0,-,1.83403099,3.7972157,500.42694092,9.19999981,18.57026482,73.91110229,57,0.79038368,-,56,4.06105666,10.90105057,11.89741707,8.40501118,30.79393005,33.60852432,-0.07421875,0.98109353,0.81,15.68627453,2645,19.37186747,14.91290861,41.17647171,1.5,-,11.89741707,8.40501118,33.60852432,9.42944366,2496.07299805,2268.5859375,228.45599365,-9.57249069,14.03999996,14
Wed Oct 08 14:19:52 GMT+05:30 2025,08-Oct-2025 14:19:52.729,73.91111563,18.57033952,8.289999961853027,3.8122029304504395,500.5238037109375,8.300000190734863,3.48215508,0.88534439,9.09990406,-0.0039596,-,-,-,-,27.05882263,0,0.34999999,0.09,0.81999999,33.33333206,16.47058868,14.69999981,14.42207432,27,14.53715591,13.63354737,1,40721.56106772,3.10685596,90,-,18.03921509,51.37254715,1568,2.47765923,1.24513054,20.75217438,97.13440704,10.15625,-5.46875,-,1.83530307,3.81220293,500.52380371,8.30000019,18.5703392,73.91111755,59,0.51201071,-,56,3.77098119,19.64619255,11.90861511,8.39710712,55.49772263,33.64015579,-0.07421875,0.98109353,0.81,15.68627453,2645,18.54420177,19.88387814,41.17647171,23,-,11.90861511,8.39710712,33.64015579,9.43143949,2497.06689453,2269.58007812,228.45599365,-9.86256599,14.03999996,14
Wed Oct 08 14:19:53 GMT+05:30 2025,08-Oct-2025 14:19:53.729,73.91112504,18.57041188,7.849999904632568,3.7966196537017822,500.88409423828125,7.699999809265137,3.05623269,0.59581286,9.80100155,0.04702938,-,-,-,-,27.05882263,-0.11,0.31,0.03,0.72000003,33.33333206,16.47058868,14.69999981,14.42207432,27,14.53715591,13.63354737,1,40721.56106772,3.10685596,90,-,18.03921509,51.37254715,1568,2.47765923,1.24513054,20.75217438,97.13440704,8.59375,-5.46875,-,1.83530307,3.79661965,500.88409424,7.69999981,18.57041168,73.91112518,56,0.51201071,-,56,3.77098119,19.64619255,11.90861511,8.39710712,55.49772263,33.64015579,-0.07421875,0.98109353,0.75999999,15.68627453,2645,17.55994884,19.88387814,15.68627453,23,-,11.90861511,8.39710712,33.64015579,9.44169241,2498.04907227,2270.56201172,228.45599365,-9.86256599,14.22000027,14
Wed Oct 08 14:19:54 GMT+05:30 2025,08-Oct-2025 14:19:54.730,73.91113408,18.57048175,7.480000019073486,3.7977592945098877,501.1624755859375,7.800000190734863,3.59940338,0.05922236,8.31206799,-0.07790494,-,-,-,-,15.29411793,-0.09,0.37,0,0.72000003,26.66666603,13.33333302,14.69999981,14.6982584,27,14.53715591,13.63354737,1,40721.56106772,3.10685596,90,-,18.03921509,51.37254715,1568,2.47765923,1.24513054,20.75217438,97.13440704,8.59375,-5.46875,-,1.83530307,3.79775929,501.16247559,7.80000019,18.57048225,73.91113281,53,0.51201071,-,56,3.77098119,19.64619255,11.90861511,8.39710712,55.49772263,33.64015579,-0.01171875,0.99988151,0.75999999,3.13725495,2645,16.73228315,19.88387814,15.68627453,23,-,11.90861511,8.39710712,33.64015579,9.44169241,2499.06298828,2271.57592773,228.45599365,-9.86256599,14.22000027,13
Wed Oct 08 14:19:55 GMT+05:30 2025,08-Oct-2025 14:19:55.733,73.91114409,18.57054712,7.260000228881836,3.7941040992736816,501.515380859375,8.199999809265137,3.2045877,1.05044913,10.6175518,0.13434017,-,-,-,-,15.29411793,0.13,0.31999999,0.1,0.98000002,26.66666603,13.33333302,14.69999981,14.6982584,27,14.53715591,13.63354737,1,40721.56106772,3.10685596,90,-,18.03921509,20.7843132,1339.5,2.47984982,1.56614435,26.10240555,97.13187408,8.59375,-5.46875,-,1.83692575,3.7941041,501.51538086,8.19999981,18.5705471,73.91114044,55,0.51201071,-,56,3.19083024,20.4344101,11.92091751,8.38844109,57.72432327,33.67490768,-0.01171875,0.99988151,0.75999999,3.13725495,2649,16.24015728,19.88387814,15.68627453,23,-,11.92091751,8.38844109,33.67490768,9.44169241,2500.08007812,2272.59301758,228.45599365,-10.44271755,14.22000027,13
Wed Oct 08 14:19:56 GMT+05:30 2025,08-Oct-2025 14:19:56.732,73.91115376,18.57060732,6.300000190734863,3.7938826084136963,501.7139892578125,9.0,1.30827582,-0.12023934,9.52822018,-0.02079576,-,-,-,-,15.29411793,0.01,0.12,0,0.89999998,26.66666603,13.33333302,14.69999981,14.6982584,27,14.53939707,13.63354737,1,40721.56106772,3.10685596,90,-,16.07843208,20.7843132,1339.5,2.47984982,1.56614435,26.10240555,97.13187408,8.59375,0,-,1.83692575,3.79388261,501.71398926,9,18.57060814,73.9111557,58,0.08450656,-,57,3.19083024,20.4344101,11.92091751,8.38844109,57.72432327,33.67490768,-0.01171875,0.99988151,0.75999999,3.13725495,2649,14.09269882,16.15565099,14.90196037,3.5,-,11.92091751,8.38844109,33.67490768,9.45526618,2501.04907227,2273.56201172,228.45599365,-10.44271755,12.64000034,13
Wed Oct 08 14:19:57 GMT+05:30 2025,08-Oct-2025 14:19:57.729,73.9111621,18.57064986,3.8399999141693115,3.7919564247131348,501.84228515625,9.899999618530273,1.07377911,0.22432712,10.32802105,0.05746555,-,-,-,-,15.29411793,0.02,0.13,-0.07,0.89999998,26.66666603,13.33333302,14.69999981,18.9006424,27,14.53939707,13.63354737,1,40721.56106772,3.10685596,90,-,16.07843208,20.7843132,1339.5,2.47984982,1.56614435,26.10240555,97.13187408,8.59375,0,-,1.83692575,3.79195642,501.84228516,9.89999962,18.5706501,73.91116333,55,0.08450656,-,57,3.19083024,20.4344101,11.92091751,8.38844109,57.72432327,33.67490768,0.48046875,1.28575802,0.76499999,3.13725495,2649,8.58983499,16.15565099,14.90196037,3.5,-,11.92091751,8.38844109,33.67490768,9.45526618,2502.06103516,2274.57397461,228.45599365,-10.44271755,12.64000034,12.5
Wed Oct 08 14:19:58 GMT+05:30 2025,08-Oct-2025 14:19:58.731,73.91116859,18.57067502,2.240000009536743,3.791607141494751,502.0084228515625,10.5,3.00119781,0.29611179,9.26261616,-0.00827503,-,-,-,-,14.90196037,0,0.28999999,0.03,0.85000002,18.8235302,9.4117651,29.39955139,18.9006424,27,14.53939707,13.63354737,1.99996948,40721.56106772,3.10685596,90,-,16.07843208,12.94117641,1339.5,2.47984982,1.56614435,26.10240555,97.13187408,8.59375,0,-,1.83692575,3.79160714,502.00842285,10.5,18.5706749,73.91117096,58,0.08450656,-,57,3.19083024,20.4344101,11.92091751,8.38844109,57.72432327,33.67490768,0.48046875,1.28575802,0.76499999,2.74509811,2649,5.01073737,16.15565099,14.90196037,3.5,-,11.92091751,8.38844109,33.67490768,9.45526618,2503.04296875,2275.5559082,228.45599365,-10.44271755,12.64000034,12.5
Wed Oct 08 14:19:59 GMT+05:30 2025,08-Oct-2025 14:19:59.730,73.91117058,18.57069591,2.130000114440918,3.791548728942871,502.0924072265625,10.800000190734863,3.63290286,0.47318068,8.55134964,-0.05293441,-,-,-,-,14.90196037,-0.02,0.34999999,0.05,0.80000001,18.8235302,9.4117651,29.39955139,18.9006424,27,14.52616345,13.63354737,1.99996948,40721.56106772,3.10685596,90,-,50.98039246,12.94117641,806,2.48130846,1.08443987,18.0739975,97.13018799,8.59375,0,-,1.83800626,3.79154873,502.09240723,10.80000019,18.57069588,73.91117096,59,0.03976765,-,57,3.33586797,18.64666176,11.93060875,8.38162708,52.67418671,33.70228577,0.48046875,1.28575802,0.76499999,2.74509811,2653,4.76467444,4.97096954,14.90196037,3.5,-,11.93060875,8.38162708,33.70228577,9.45526618,2504.0690918,2276.58203125,228.45599365,-10.29767895,12.64000034,12.5
Wed Oct 08 14:20:00 GMT+05:30 2025,08-Oct-2025 14:20:00.732,73.91117421,18.57071787,2.869999885559082,3.7900924682617188,502.14190673828125,12.399999618530273,4.30109882,-0.60897338,7.90708256,-0.08161163,-,-,-,-,14.90196037,0.07,0.46000001,-0.05,0.86000001,18.8235302,9.4117651,29.39955139,18.9006424,27,14.52616345,13.63354737,1.99996948,40721.56106772,3.10685596,90,-,50.98039246,12.94117641,806,2.48130846,1.08443987,18.0739975,97.13018799,10.15625,0,-,1.83800626,3.79009247,502.14190674,12.39999962,18.57071877,73.91117096,60,0.03976765,-,57,3.33586797,18.64666176,11.93060875,8.38162708,52.67418671,33.70228577,0.48046875,1.28575802,0.73500001,2.74509811,2653,6.42000702,4.97096954,21.56862831,-10,-,11.93060875,8.38162708,33.70228577,9.45526618,2505.06396484,2277.5769043,228.45599365,-10.29767895,12.38000011,12.5
Wed Oct 08 14:20:01 GMT+05:30 2025,08-Oct-2025 14:20:01.729,73.91118209,18.570745,3.0899999141693115,3.8121674060821533,502.0567626953125,18.100000381469727,4.43270397,0.88295156,7.5074811,-0.10798603,-,-,-,-,23.13725471,0.2,0.37,0.03,1.03999996,18.8235302,9.4117651,14.71435547,13.67915821,27,14.52616345,13.63354737,1.00097656,40721.56106772,3.10685596,90,-,50.98039246,12.94117641,806,2.48130846,1.08443987,18.0739975,97.13018799,10.15625,0,-,1.83800626,3.81216741,502.0567627,18.10000038,18.57074547,73.91117859,67,0.03976765,-,57,3.33586797,18.64666176,11.93060875,8.38162708,52.67418671,33.70228577,-0.2734375,0.93055499,0.73500001,10.5882349,2653,6.91213289,4.97096954,21.56862831,-10,-,11.93060875,8.38162708,33.70228577,9.46491584,2506.05395508,2278.56689453,228.45599365,-10.29767895,12.38000011,12.30000019
Wed Oct 08 14:20:02 GMT+05:30 2025,08-Oct-2025 14:20:02.728,73.91119112,18.57077572,3.4700000286102295,3.810950994491577,502.02484130859375,16.799999237060547,3.46061969,-0.04127619,10.58405304,0.13385761,-,-,-,-,23.13725471,0.13,0.34999999,0,0.97000003,32.15686417,9.4117651,14.71435547,13.67915821,27,14.52616345,13.63354737,1.00097656,40721.56106772,3.10685596,90,-,50.98039246,35.68627548,806,2.48130846,1.08443987,18.0739975,97.13018799,10.15625,0,-,1.83800626,3.81095099,502.02484131,16.79999924,18.57077599,73.91119385,63,0.03976765,-,57,3.33586797,18.64666176,11.93060875,8.38162708,52.67418671,33.70228577,-0.2734375,0.93055499,0.73500001,10.5882349,2656,7.7621687,4.97096954,21.56862831,-10,-,11.93060875,8.38162708,33.70228577,9.46491584,2507.05395508,2279.56689453,228.45599365,-10.29767895,12.38000011,12.30000019
Wed Oct 08 14:20:03 GMT+05:30 2025,08-Oct-2025 14:20:03.728,73.91119762,18.57080884,3.940000057220459,3.8067378997802734,502.1739501953125,12.5,4.07138777,0.25782663,9.48993492,0.05170929,-,-,-,-,23.13725471,0.05,0.36000001,0,0.88999999,32.15686417,9.4117651,14.71435547,13.67915821,27,14.51639882,13.63354737,1.00097656,40721.56106772,3.10685596,90,-,58.4313736,35.68627548,968.5,2.48263192,0.9800024,16.33337402,97.12865448,10.15625,0,-,1.83898652,3.8067379,502.1739502,12.5,18.57080841,73.91119385,61,0.30571449,-,57,3.62594345,8.772295,11.92606449,8.38482094,24.7804966,33.68944931,-0.2734375,0.93055499,0.73500001,10.5882349,2656,8.813529,7.4564543,13.33333302,6.5,-,11.92606449,8.38482094,33.68944931,9.46491584,2508.07202148,2280.58496094,228.45599365,-10.00760365,12.38000011,12.30000019
Wed Oct 08 14:20:04 GMT+05:30 2025,08-Oct-2025 14:20:04.728,73.91120465,18.57084459,3.990000009536743,3.802716016769409,502.3287353515625,11.899999618530273,2.39521551,0.60299128,10.36869907,-0.05864084,-,-,-,-,23.13725471,0,0.25,0.06,0.87,32.15686417,9.4117651,14.71435547,13.67915821,27,14.51639882,13.63354737,1.00097656,40721.56106772,3.10685596,90,-,58.4313736,35.68627548,968.5,2.48263192,0.9800024,16.33337402,97.12865448,8.59375,0,-,1.83898652,3.80271602,502.32873535,11.89999962,18.57084465,73.91120148,65,0.30571449,-,57,3.62594345,8.772295,11.92606449,8.38482094,24.7804966,33.68944931,-0.2734375,0.93055499,0.72000003,10.5882349,2656,8.92537541,7.4564543,13.33333302,6.5,-,11.92606449,8.38482094,33.68944931,9.46491584,2509.06103516,2281.57397461,228.45599365,-10.00760365,12.38000011,12.30000019
Wed Oct 08 14:20:05 GMT+05:30 2025,08-Oct-2025 14:20:05.729,73.91121067,18.57087503,3.319999933242798,3.798076868057251,502.3800048828125,12.300000190734863,3.02512598,0.86380899,9.47797012,0.01672673,-,-,-,-,14.50980377,-0.02,0.28999999,0.01,0.81999999,18.8235302,9.4117651,14.69999981,14.22121334,27,14.51639882,13.63354737,1,40721.56106772,3.10685596,90,-,58.4313736,12.15686321,968.5,2.48263192,0.9800024,16.33337402,97.12865448,8.59375,0,-,1.83898652,3.79807687,502.38000488,12.30000019,18.57087517,73.91120911,62,0.30571449,-,57,3.62594345,8.772295,11.92606449,8.38482094,24.7804966,33.68944931,-0.12109375,0.96742952,0.72000003,2.35294127,2656,7.42662828,7.4564543,13.33333302,6.5,-,11.92606449,8.38482094,33.68944931,9.46491584,2510.05493164,2282.56811523,228.45599365,-10.00760365,12.38000011,12.30000019
Wed Oct 08 14:20:06 GMT+05:30 2025,08-Oct-2025 14:20:06.730,73.91121653,18.57090199,2.9000000953674316,3.7986936569213867,502.47613525390625,13.100000381469727,3.38883495,-0.50548381,9.91107178,0.06771028,-,-,-,-,14.50980377,-0.17,0.33000001,0,0.63999999,18.8235302,9.4117651,14.69999981,14.22121334,27,14.50580339,13.63354737,1,40721.56106772,3.10685596,90,-,58.4313736,12.15686321,821,2.48392963,0.95146698,15.85778332,97.12715149,8.59375,0,-,1.83994782,3.79869366,502.47613525,13.10000038,18.57090187,73.91121674,66,0.59154502,-,57,3.0457925,13.03648853,11.92765999,8.38369942,36.82624054,33.69395447,-0.12109375,0.96742952,0.72000003,2.35294127,2660,6.48711558,6.83508311,13.33333302,6.5,-,11.92765999,8.38369942,33.69395447,9.47219042,2511.06689453,2283.58007812,228.45599365,-10.5877552,12.38000011,12.30000019
Wed Oct 08 14:20:07 GMT+05:30 2025,08-Oct-2025 14:20:07.728,73.91122172,18.57092907,3.25,3.7961299419403076,502.47344970703125,13.800000190734863,4.62652254,-0.17288144,8.496315,-0.01493686,-,-,-,-,14.50980377,0.02,0.46000001,0.05,0.81,18.8235302,9.4117651,14.69999981,14.22121334,27,14.50580339,13.63354737,1,40721.56106772,3.10685596,90,-,20.3921566,12.15686321,821,2.48392963,0.95146698,15.85778332,97.12715149,8.59375,10.15625,-,1.83994782,3.79612994,502.47344971,13.80000019,18.57092857,73.91122437,67,0.59154502,-,57,3.0457925,13.03648853,11.92765999,8.38369942,36.82624054,33.69395447,-0.12109375,0.96742952,0.72000003,2.35294127,2660,7.27004283,6.83508311,23.92156792,-10.5,-,11.92765999,8.38369942,33.69395447,9.47219042,2512.06005859,2284.57299805,228.45599365,-10.5877552,12.38000011,12.30000019
